date	chapter	category	decision	promoted_to	status
2026-09-11	1334	LOCAL	Source P17/40/47/49/52/59/60/63/65: smoother gestures, connected rivers/pillar and reader/story imagery, direct congratulations and sigh in admiration. Retain source details and qualifications; intent inferred.	decision-log.tsv	consolidated
2026-09-11	1334	PHRASE	Source P32/36: retain Heaven-made cover imagery and embody the will of Heaven in the paired Dao/compassion vow. Scoped phrase choices, not wholesale literalism or a new proper name for 天心.	phrase-memory.tsv	active
2026-09-11	1334	FIDELITY	Source P11 retains the Other Shore as means of restoration and names the Saint as opponent. P26 requires difficulty disengaging, not total inability to spare attention. P47 retain never; P49 stops reading, without invented book closure. Repairs proposed, not approved prose.	decision-log.tsv	superseded
2026-09-11	1334	FIDELITY	Source P17 retains parallel brow furrows; P52 must retain dimensional descent. Truncated P59 restores eyes opening and Si Sui watching with a smile. P60 retains qualified membership. Source-restored proposals do not imply owner-final approval.	decision-log.tsv	superseded
2026-09-11	1334	MECHANICAL	Expand P11 banned contraction; remove duplicated transition P17, add P32/59 punctuation, capitalize Heaven P32/36 and Us P60, remove article before Si Sui P63 and stray final quote P76. Normalize six NBSPs; preserve title/end and all75 body paragraphs.	style-guide.md and ledger.tsv	active
2026-09-11	1334	FACT	Record Palace completion under Fate aftershocks, God-Sealing support, current temporary status versus true breakthrough, the reader/story perception and self/compassion teaching. Update Vast Sky restoration from forecast to current reported state.	continuity.md and world-reference.md	active
2026-09-11	1334	STATE	Ch.1334 source and complete chat delivery verified; owner revision recorded, next new1335. Owner-final1304 and historical gap1281 unchanged. Archive older detail verbatim and publish affected canonical references/state together; no chapter text.	state.json and ledger.tsv	active
2026-09-16	1-1338	STATE	Owner confirms Edited_Draft_PRONOUN-PASSES(1).docx is fully approved. Earlier Pass 5-8 pending labels are stale. English approval does not establish Chinese-source recovery.	project-source-registry.md and state.json	active
2026-09-16	1-1338	MACRO	Withdraw divine-capital pronouns. Use ordinary case with sentence, I, name and honorific exceptions; retain chapter-scoped gender and entity distinctions.	style-guide.md and entities.tsv	active
2026-09-16	1-1338	MACRO	Authorize separate paragraphs for genuine display lines/menu items and adjoining narration only; preserve content/order and record the source-to-target split. All prose boundaries remain protected.	workflow.md and chat_check.py	active
2026-09-16	1-1338	PHRASE	Retained idiom variants are passage-local exceptions. New defaults and multiple permitted forms require explicit approval. Use sliver of hope; keep undecided groups and proposals unapproved.	Reference_Idioms.md and phrase-memory.tsv	active
2026-09-16	1-1338	MACRO	Integrate four book-wide owner references by targeted lookup. Exact recurring panel text, numbering, punctuation and title exceptions apply within the existing one-review workflow.	state.json and four Reference files	active
2026-09-16	1-1338	LOCAL	The approved manuscript still has formatting discrepancies. Preserve the novel; propose located repairs and unresolved decisions separately. Do not promote extraction artifacts or suspected source mappings to canon.	project-source-registry.md and known-errors.md	active
2026-09-16	1339	TERM	Owner capitalizes Light of Order in P10/17/32. Preserve Dragon-Demoting Ruler and the Dao Fruit product sense, verified against historical reference and current source.	terminology.tsv	active
2026-09-16	1339	PHRASE	P61: Si Sui transcends through the Self; the contrast is with external support and Lü Yang's proposed stronger Dao. Retain the means of Transcendence, not a reflexive claim that he transcends himself.	phrase-memory.tsv	active
2026-09-16	1339	LOCAL	14 paragraph edits favor plain narration, lower-dimension data phrasing, coherent tree imagery, connected thoughts, complete-state wording and a decisive-battle close. Intent inferred; existing style rules suffice. Synonyms remain local.	style-guide.md and decision-log.tsv	consolidated
2026-09-16	1339	MECHANICAL	P44 needs a period after on the spot; omitted end marker does not authorize deleting source framing. P12 不太一样 is ordinary diction, not Taiyi: narrow lexical exception preserves independent name matches.	terminology.tsv and tests/test_authorities.py	active
2026-09-16	1339	FACT	Record withdrawal of borrowed wisdom, separate-brain workaround, formula hypothesis, restart component limits, prospective Dao Fruit route, fifty-year cultivation and seventy-year world age. Keep speculation separate from attained results.	continuity.md and world-reference.md	active
2026-09-16	1339	STATE	Source and fresh delivery verified:79 paragraphs. Owner changes14 body paragraphs, retains63 and the title, omits the end. Corrections recorded; no owner-final approval inferred. Next1340. Older detail archived verbatim.	state.json and ledger.tsv	active
2026-09-16	1341	TERM	P68: adopt Dao of Feelings for the named path. Owner explicitly confirms P18 End Kalpa is a mistake; retain Final Kalpa. No global rename.	terminology.tsv	active
2026-09-16	1341	PHRASE	P72 explicitly applies Saint rather than sage to the Primordial Saint. Preserve the pointed contextual allusion and generic sage default elsewhere.	phrase-memory.tsv	active
2026-09-16	1341	MACRO	P35/47/52/53/61/78 favor direct verbs, continuous private reasoning, linked action and purposeful sentences. Intent inferred; strengthen existing flow/thought rules while retaining deliberate short beats.	style-guide.md	active
2026-09-16	1341	LOCAL	P4/18/21/29/33/37/41/54/57/64/73/91 favor clear grief, spoken anger, coherent candle imagery, plain stakes, concrete decay and an empty-air payoff. Inferred intent; individual synonyms and punctuation stay local.	decision-log.tsv	consolidated
2026-09-16	1341	FIDELITY	P41 loses end-of-life timing: propose at the end of his life two lives ago. P54 requires singular Variables; propose would wither in past narration. These are proposed repairs, not approved prose.	decision-log.tsv	pending
2026-09-16	1341	MECHANICAL	P54 splits prose; the source end is omitted. Preserve existing layout/framing rules. P48 adds a list conjunction; no global serial-comma change. P81 ordinary variable remains a checker false positive.	decision-log.tsv	active
2026-09-16	1341	FACT	Reconcile source-grounded Chapters1340-1341: merger allegiance, false recovery, Kalpa suicide, record-based restart discovery and page reclamation. Distinguish conclusions from unknown mechanism and unshown next-life result; archive1327-1329 verbatim.	continuity.md and world-reference.md	active
2026-09-16	1341	STATE	Ch.1340 source/full delivery verified; Ch.1341 owner revision changes21 body paragraphs and retains77/title, with one prose split and omitted end. Corrections recorded, owner-final stays1338, next1342.	state.json and ledger.tsv	active
2026-09-16	1341	PIPELINE	Owner requests push every ten chapters from1340. Apply corrections immediately, prepare local commits on maintenance turns, publish at ten-delivery boundaries or explicit earlier request. First batch1340-1349; editing feedback is not a new chapter.	instructions/workflow.md and instructions/editing-spec.md	superseded
2026-09-17	1342	TERM	Owner explicitly approves Divine Transformation Heir and its Unique Talent announcement. Record the name and line; description mechanics are source-backed, not a newly approved fixed English description.	terminology.tsv and Reference_Talents_and_Hundred_Lives.md	active
2026-09-17	1343	TERM	Default to Heavenly Person's Remnant Consciousness, including generic access. Plural Consciousnesses only when referring to multiple realms together; explicit owner correction preserves past singular usage.	terminology.tsv and Reference_Talents_and_Hundred_Lives.md	active
2026-09-17	1344	TERM	Approved manuscript verifies Carefree Wandering, Art of Seizing Heaven through Name and Nature, Book of Divine Blessings and the Mandate of Heaven, true Nascent Soul and false Transcendence; older provisional labels are stale.	terminology.tsv and Reference_Italicized_Titles.md	active
2026-09-17	1344	MACRO	Edits favor visible actors/actions, natural whole-phrase collocations, nearby qualifications and parallel modals. Strengthen existing drafting and single-review instructions; no extra pass or synonym-replacement list.	style-guide.md and instructions/workflow.md and instructions/qa-rules.md	active
2026-09-17	1344	MACRO	P23 restores an anticipatory source fragment; P74 retains escalating repetition; P81 makes the closing question immediate private thought. Preserve deliberate setup/cadence and contextual viewpoint, not blanket sentence shortening.	style-guide.md and instructions/qa-rules.md	active
2026-09-17	1344	PHRASE	P70 prefers a place to attain the Dao over place of Dao attainment. Keep 成道地 compositional, with natural verbs and context-sensitive tense; retain the attainment-locus mechanic.	phrase-memory.tsv	active
2026-09-17	1344	LOCAL	21 changed body paragraphs favor plain diction, complete choice/totality, clearer distance and sight limitations, less nominal phrasing and purposeful pauses. Intent inferred; smart/clever and strong/powerful are not global replacements.	decision-log.tsv	consolidated
2026-09-17	1344	MECHANICAL	P55 mediation is a typo for meditation; its prose split and the omitted source end do not change standing paragraph/framing rules. The title and all three scene breaks are retained.	decision-log.tsv	active
2026-09-17	1344	FIDELITY	P45 high and distant place clarifies geography, but had fallen into an indescribable shock is awkward and needlessly anterior. Propose were overcome with indescribable shock; do not canonize the accidental construction.	decision-log.tsv	pending
2026-09-17	1342-1344	FACT	Record title-page identity, restart inferences, Dao Fruit carryover, ten-life plan, restored Dao Lord status and unresolved loss risk. Keep the Saint's ten-year plan separate from Lü Yang's knowledge and any completed record check.	continuity.md and world-reference.md	active
2026-09-17	1342-1344	STATE	Verify sources and full deliveries through1344; preserve distinct term approvals and owner revisions. Ch.1344 changes21 body paragraphs and retains59/title; split55 and missing end offset numerically. Owner-final1338, next1345.	state.json and ledger.tsv	active
2026-09-17	1345-1346	TERM	Record explicit Profound Virtue/full-title and Order/Great Dao of Order approvals. Dao Ancestor was already manuscript-approved; 称心锁神诀 is the same established art. Respect the disguise and name timeline.	terminology.tsv and entities.tsv and Reference_Italicized_Titles.md	active
2026-09-17	1346	TERM	Use honorific title for 尊号, Dao title for 道号, Martial Uncle for a specific sect-relative title including possessives, and Great Divine Ability/Abilities for 大神通. Keep 尊名, generic 神通 and ordinary pronouns under their separate rules.	terminology.tsv and style-guide.md and Reference_Formatting_Rules.md	active
2026-09-17	1346	TERM	P11 selects karma for the world's metaphysical causal fabric. Preserve capital Karma as the named Dao and ordinary cause/effect reasoning separately; no global replacement of causality.	terminology.tsv	active
2026-09-17	1346	MACRO	21 edited body paragraphs favor direct perceived objects and thinking actors, natural spoken syntax, purposeful timing and source-supported courtesy. Amend existing rules, not a new review stage or blanket shorten/formalize rule. Intent inferred from the comparison.	style-guide.md and qa-rules.md and phrase-memory.tsv	active
2026-09-17	1346	LOCAL	P2/4/6/10/11/15/23/25/31/40/50/51/53/62/66/67/75 supply contextual article, diction, image, timing and cadence choices. Restore just-spoken timing and faint-to-abrupt contrast; make the concluding auditory judgment explicit; do not turn each synonym into a fixed template.	decision-log.tsv	consolidated
2026-09-17	1346	MECHANICAL	P10 he words requires the words; P11 contains duplicate/nonbreaking space; P75 ...It needs normal spacing/case and a listener for listening. Body-only title/end omission changes no framing rule; both scene breaks retained.	decision-log.tsv	active
2026-09-17	1346	FIDELITY	P61 drops paths, leaving Karma compared with Dao Lords: propose Among the Dao Lords, his Karma alone seemed slightly weaker than the others' Great Daos. P75 propose And from what he's saying... it certainly sounds real! Preserve inferred intent; prose proposals are not approved replacements.	decision-log.tsv	pending
2026-09-17	1346	QA	性命威胁 at P20 means threat to life, not the technical nature-and-life pair; add this narrow lexical exception. P31 Their refers clearly to Dao Lords and requires no wording change or broad matcher exemption.	terminology.tsv	active
2026-09-17	1345-1346	FACT	Record closed-cycle immortality and frozen cultivation, reopening cost, protective title, outsider disguise and Lords' responses. Date the resolved Dao endpoint and title-page identity; archive prior-life prerequisites/Ch.1339 verbatim.	continuity.md and world-reference.md and Reference_Formatting_Rules.md	active
2026-09-17	1345-1346	STATE	Verified source/full delivery through1346; owner-final remains1338, next1347. Ch.1346 changes21 body paragraphs and retains53, with no splits/merges. Revisions/corrections do not imply whole-chapter approval. Queue local update for the first push boundary1349.	state.json and ledger.tsv	active
2026-09-17	1347	TERM	Record Infinite Loop for 死循环, explicitly approved and retained in the owner revision. It names the closed-cycle drawback, not an italic cultivation work.	terminology.tsv	active
2026-09-17	1347	MACRO	11 edits favor connected actions/reasoning, distinct beats, clear comparison referents and natural collocations. Amend existing construction rules; inferred intent is not a universal shorten-or-join rule.	style-guide.md	active
2026-09-17	1347	LOCAL	P3/5/16/28/34/42/44/53/55/57/70 and neighbors source-checked. Capture/torture separation, named comparison, natural metaphor and spoken deductions stay contextual; no new synonym templates.	decision-log.tsv	consolidated
2026-09-17	1348	TERM	Owner approved Fish-Gut Sword and Blessed Divine Pestle before delivery. Threads of affection is verified from approved Ch.1326-1332; lotus-throne grade does not mean petal count.	terminology.tsv	active
2026-09-17	1348-1349	PHRASE	Approved manuscript confirms the standalone Delete display, ordinary deleting verbs and Ch.790 fancy-sedan-chair image. Preserve contextual formatting, grammar and social imagery.	phrase-memory.tsv and Reference_Formatting_Rules.md	active
2026-09-17	1348-1349	QA	Accept true bodies as true body plural. Contextual void, pronouns for named characters and you for an already addressed Fellow Daoist are adjudicated lexical matches; no broad exemptions added.	terminology.tsv and decision-log.tsv	active
2026-09-17	1347-1349	FACT	Record the Saint's Infinite Loop assessment, sparring, destruction/recovery and concession. Permanent positional erasure is conditional; the Saint-as-Jun portrait is a ruse, not an identity revelation.	continuity.md and world-reference.md	active
2026-09-17	1347-1349	STATE	Source/full delivery verified through1349. Ch.1347 owner revision changes11 body paragraphs, retains61/title/break, omits end. Term approvals do not imply prose finality. Owner-final stays1338; next1350.	state.json and ledger.tsv	active
2026-09-17	1349	WORKFLOW	First push boundary1340-1349 reached after full chat delivery. Preserve moved architecture/artifact history and Chapters1340-1342 verbatim in the existing archive with lookup pointers.	continuity-archive.md and workflow.md	active
2026-09-20	1354	TERM	Divination Immortal for 卜仙 is explicitly owner-selected and retained in Ch.1354. This names the claimed Martial Uncle; it does not verify his biography.	terminology.tsv	active
2026-09-20	1354	MACRO	Edits favor direct motives, spoken conditions, clear actors and natural self-correction. Amend existing prose rules; inferred preferences do not authorize new review stages, loss of qualifiers or generic synonym replacements.	style-guide.md	active
2026-09-20	1354	PHRASE	P33 self-deprecating courtesy and P66 blade/tangle imagery receive contextual lookups. Rhetorical countless at P77 is acceptable; exact quantities remain protected.	phrase-memory.tsv and style-guide.md	active
2026-09-20	1354	PRONOUN	P68 he corrects the draft: enslavement or proxy use does not prove a detached guided consciousness. Preserve the existing it exception only when that manifestation is established.	entities.tsv and Reference_Formatting_Rules.md	active
2026-09-20	1354	LOCAL	P12 guessed, P38 colliding, P51 thwarted, P58 is an opportunity and P65 refusing hesitation improve local precision. P35 Dao and cultivation methods and P73 luminous incarnation are contextual, not universal term rules.	decision-log.tsv	consolidated
2026-09-20	1354	FIDELITY	P4 owner wording identifies the book as a supreme treasure; 是前古至宝所传 describes transmission by one. Proposal: retain was passed down by a supreme treasure of the Ancient Past. Provenance/identity remains unresolved.	known-errors.md and decision-log.tsv	pending
2026-09-20	1354	FIDELITY	Owner P30 drops 容易 and P53 drops 另. Propose you could easily ruin them and something else was wrong. Retain source degree and the additional-problem relation; no silent rewrite of the owner paste.	known-errors.md and decision-log.tsv	pending
2026-09-20	1354	STRUCTURE	Owner merges5+6,17+18,29+30,39+40 and omits title/end in a body-only paste. Wording preferences do not repeal the explicit source-paragraph rule; preserve boundaries and framing in future deliveries.	decision-log.tsv	active
2026-09-20	1354	QA	Delivered P27/P29 name checks were source-grounded pronoun false positives. Full source review and repair were completed; checker returned these two findings, not an unqualified PASS.	decision-log.tsv	consolidated
2026-09-20	1354	FACT	Record only supplied Ch.1354 mutual deception, wisdom-light discussion, Soaring Firmament concern, interrupted Dragon removal and Sword Sovereign arrival. Claimed history and completed book inspection are not facts.	continuity.md and world-reference.md	active
2026-09-20	1354	STATE	Observed/delivered1354 independently;1350-1353 remain unknown. Owner revision changes64 of77 source body paragraphs,13 unchanged;73 owner paragraphs after four merges. Owner-final stays1338; next1355.	state.json and ledger.tsv	active
2026-09-20	1355	MACRO	19 edits expose strained speech collocations and an expanded voice simile. Strengthen the existing sentence review to judge whole English expressions while preserving force, uncertainty, direction and control. No extra pass.	style-guide.md and qa-rules.md	active
2026-09-20	1355	PHRASE	Repeated Ch.1354-1355 cold eyes/expression preference is scoped to the Sword Sovereign. P53 favors the existing compact Treading the Heavens Great True Monarch form.	phrase-memory.tsv and terminology.tsv	active
2026-09-20	1355	LOCAL	P35 Immortal Sect capitalization is retained only for the claimed institution in this passage. P58 alert him to what I am doing is a local exception to the approved grass-and-snake idiom, not a changed general default.	Reference_Idioms.md and decision-log.tsv	active
2026-09-20	1355	LOCAL	P6/18/27/29/37/56/62/63/65 favor familiar personal diction, spoken syntax and direct effects. Sweetheart, haze, warm water and guidance wording are contextual; no blanket synonym rules.	decision-log.tsv	consolidated
2026-09-20	1355	FIDELITY	P11 mountain-stream phrasing improves the draft, but quelling weakens 砸碎. Proposal: a calm mountain-stream voice that instantly shatters the emotions. Preserve the source contrast, not the draft calque.	decision-log.tsv	pending
2026-09-20	1355	FIDELITY	P24 drawn into the sleeve adds inward motion and omits 万物; propose everything within them stripped away, receding into the distance. P67 at the center loses 操纵; restore the spider controlling the web.	decision-log.tsv	pending
2026-09-20	1355	FIDELITY	P47 source 更像是 is tentative. Retain seemed instead to reflect an inherent Underworld property. The clearer status wording is contextual, not evidence for an additional named suppression mechanism.	decision-log.tsv	pending
2026-09-20	1355	MECHANICAL	P30 flowed wound is an editing collision; propose as rivers flowed into the sea, preserving 入海 and avoiding an invented winding course. Body-only framing omissions do not repeal title/end requirements.	decision-log.tsv	pending
2026-09-20	1355	FACT	Record temporal emotion counter, thought manifestations, Underworld depth limits, concealed-inspection plan and gradual puppet scheme. Attribute speculation; no successful awakening, inspection or implantation is shown.	continuity.md and world-reference.md	active
2026-09-20	1355	STATE	Source/delivery1355 verified:68 paragraphs. Owner changes19 body paragraphs and retains47 without splits/merges; title/end absent. Earlier1350-1353 evidence gaps remain. Owner-final1338; next1356.	state.json and ledger.tsv	active
2026-09-20	1355	MACRO	Owner-requested publisher research informs English craft only. Five official chapters and practitioner Q&As do not prove bilingual fidelity or universal house style. Preserve source, approved terms and formatting.	consolidation-history.md and editing-spec.md	active
2026-09-20	1355	MACRO	Compose from action, reasoning or speech purpose. Judge whole expressions, scene-specific relationships and source-supported register shifts. Retain purposeful repetition and mystery; no extra pass or routine external browsing.	style-guide.md, workflow.md and qa-rules.md	active
2026-09-20	1355	QA	Stylistic findings must identify an actual reading difficulty, not a preferred synonym. Keep source force, uncertainty and agency. Retrospective cases calibrate judgment; tests and coverage do not establish literary quality.	qa-rules.md and consolidation-history.md	active
2026-09-20	1357-1358	TERM	Recover Home Viewing Pavilion from the approved manuscript; record established Responding to Emperors and Kings (realm, roman) and Observer Outside the Play (Talent, roman). Owner1358 selects Hundun for 浑沌, distinct from 混沌.	terminology.tsv	active
2026-09-20	1358	MACRO	Owner edits favor explicit perceivers/owners, linked deductions, natural collocations and separate formation/movement beats within source paragraphs. Refine the existing perception rule; existing pacing, articles and referent rules cover the rest. No new review stage.	style-guide.md	active
2026-09-20	1358	LOCAL	P24 black-robed/Stirred/quickly, P31 glimmer, P35 slight nod and P73 flickered through/heavens themselves/disappeared are scoped diction. P49 ordinary fate does not rename Destiny. P59 forged from radiance is an accepted local variant, not a ban on light.	terminology.tsv and decision-log.tsv	consolidated
2026-09-20	1358	FIDELITY	P5 revision advanced beyond peak Golden Core changes the threshold; the draft also makes perfection a second attainment. Propose Once a cultivator at peak Golden Core attained a Primordial Spirit. Do not promote the revision into a realm rule.	known-errors.md and decision-log.tsv	pending
2026-09-20	1358	FIDELITY	Shared P22 entry precedes opening: propose headed toward Hundun. Shared P49 loses 奔腾而至 arrival: propose a vast river that came surging in. P59 gradually alters 最后: use finally, preserving slow reaching. Shared P71 drops 顿时 on boiling: restore immediately.	decision-log.tsv	pending
2026-09-20	1358	MECHANICAL	P12 literal escaped underscore and missing closing marker break direct-thought italics; replace with paired asterisks. P71 fierce resistance is uncountable here; remove added a. Body-only omitted title/end do not change future framing.	decision-log.tsv	pending
2026-09-20	1358	QA	Changed-span review covers13 paragraphs and affected neighbors, using evidenced prior full review. Reject proposed italics for Responding to Emperors and Kings: this usage names a realm, not a cited cultivation text. P59 within it is a supported contextual relation.	decision-log.tsv	consolidated
2026-09-20	1356-1358	FACT	Reconcile supplied sources: Infinite Loop prevents thread-driven decline; imitation parasol helps trap the Sword Sovereign; her lost threads exhaust her Primordial Spirit. Distinguish1358 karma blind spot from Underworld sight block; observation activates but its outcome remains unshown.	world-reference.md and continuity.md	active
2026-09-20	1356-1358	STATE	Verified source/delivery through1358; owner1358 changes13 body paragraphs,63 unchanged, with no merges/splits and title/end omitted. Earlier1350-1353 gaps remain; owner-final1338, next1359. Local update queued for the established publication cadence.	state.json and ledger.tsv	active
2026-09-20	1359	TERM	Modify is approved for 修改 as the named Order operation; standalone **【Modify】**, inline roman. Index established Four Ghost Domains, already present in the approved manuscript and owner revision.	terminology.tsv and Reference_Formatting_Rules.md	active
2026-09-20	1359	MACRO	Owner again requests first-draft clarity. Strengthen existing drafting and review rules: direct verbs and clear clauses over abstract paraphrase; grammatical wording can still impose avoidable reading difficulty. No extra pass.	style-guide.md, workflow.md and qa-rules.md	active
2026-09-20	1359	PHRASE	P58 developed a taste retains the appetite motif without literal marrow. This is a contextual idiom choice, not permission to remove an actively developed image.	phrase-memory.tsv and style-guide.md	active
2026-09-20	1359	PRONOUN	P49 it refers to the good consciousness as a constituent of the Primordial Spirit. Retain the Heavenly Emperor's personal he elsewhere; this is not a global pronoun change.	entities.tsv and Reference_Formatting_Rules.md	active
2026-09-20	1359	LOCAL	P15/19/20 clarify movement, attack and perception; P51/53/55 clarify reflexive and cultivation wording; P65 connects actions. P20 faintly and P22 in an instant restore source degree/timing. Local synonyms are not mandatory templates.	decision-log.tsv	consolidated
2026-09-20	1359	MECHANICAL	Owner P40 After watching makes the Light of Order the watcher. Propose After Lü Yang watched the Sword Sovereign leave, the Light of Order around him... Preserve the revised sequence; no silent rewrite.	decision-log.tsv	pending
2026-09-20	1359	FACT	1359 limits concealment to the deepest structures, distinguishes Modify from Delete and confirms spiritual nourishment. Further-layer illumination and advancement remain conditional. Preserve earlier notes verbatim in the archive.	world-reference.md and continuity.md	active
2026-09-20	1359	STATE	Source/delivery1359 verified; owner changes13 body paragraphs,53 unchanged, no splits/merges. Title/end absent in body paste. Changed spans/neighbors reviewed; P40 proposal pending. Owner-final1338; next1360; old gaps retained.	state.json and ledger.tsv	active
2026-09-21	1361	MACRO	Edits favor voiced intent, direct tactical reasoning, concrete costs, explicit temporal direction and fluent speech tags. Refine the existing thought rule; retain deliberate fragments and source details. No extra pass or synonym blacklist.	style-guide.md	active
2026-09-21	1361	LOCAL	P6/23/35/38/43/51/54 wording choices remain contextual. P63 backward Effect-to-Cause travel clarifies the actual chronology. Original sound alternatives are not errors; local synonym choices do not become global requirements.	decision-log.tsv	consolidated
2026-09-21	1361	STRUCTURE	Accept removal of break48:47 places the gaze in the Underworld and48 immediately shows its consequence. Retain14/64. Body-only title/end omissions do not change framing; no prose splits or merges.	style-guide.md and ledger.tsv	active
2026-09-21	1361	FIDELITY	Revision P3 adds increasing unrest; P44 weakens heavy expenditure to more; P46 narrows no reaction to no obstruction. Propose been unstable, commit substantial resources and showed no reaction.	decision-log.tsv	pending
2026-09-21	1361	FIDELITY	Revision P65 nearby loses 面前; propose now stood before him. P67 drops 不告而来; restore I have come unannounced before the timing question, preserving the smoother speech tag and monk self-reference.	decision-log.tsv	pending
2026-09-21	1361	MECHANICAL	Revision P51 lacks its closing period. P65 Buddhist changed is a word-substitution typo; propose Buddhist chant (invocation withdrawn 2026-09-22). Do not learn accidental damage as a stylistic preference.	decision-log.tsv	pending
2026-09-21	1360-1361	TERM	Index established World of Mortals, Principles of Nurturing Life and Symbol of Virtue Fulfilled as roman realms; Lin Xiao and Di Mituo are established identities. Retrieved during drafting; no new terms invented.	terminology.tsv and entities.tsv	active
2026-09-21	1360-1361	FACT	Record the Saint's planned Time trap, Lü Yang's remote observation and counterplan, Lin Xiao's discipleship and Effect-to-Cause meeting. Keep hostile deductions, intentions and future visits distinct from completed events.	continuity.md and world-reference.md	active
2026-09-21	1360-1361	STATE	Source/delivery verified through1361; next1362, owner-final1338. Original review complete, owner1361 changes14 body paragraphs and retains52. Preserve1350-1353 gaps. Prior publication block remains; no push retried.	state.json and ledger.tsv	active
2026-09-21	1362	MACRO	Edits connect related questions and supporting facts, simplify cognitive phrasing and preserve sharp sarcasm. Refine existing construction rules; no added pass, synonym blacklist or license to omit source beats.	style-guide.md	active
2026-09-21	1362	LOCAL	P8 connects the question; P23 smooths imagery; P26/35/57/61/72/76 simplify diction and placement. P40 sharpens voice; P43 collective connection is valid. These are contextual choices, not universal replacements.	decision-log.tsv	consolidated
2026-09-21	1362	FIDELITY	Owner P40 omits Why is it you again, Primordial Saint? Restore before the revised thought. P56 omits the previous life; propose Lü Yang's experience in his previous life was the perfect example. Leading space at P40 is paste cleanup.	decision-log.tsv	pending
2026-09-21	1362	TERM	Index existing Trial Guardian and Demon-Subduing True Person from book reference6554/838 and owner retention. No terminology changes. Singular guardian and group remain distinct.	terminology.tsv	active
2026-09-21	1362	FACT	Record Karma cooperation, strengthened scene Order and the monk's remnant-trial account. Keep deepest-realm access and Saint obstruction qualified; preserve prior theory with dated update. Older notes archived verbatim.	continuity.md and world-reference.md	active
2026-09-21	1362	STATE	Source/delivery1362 verified:77 paragraphs. Owner changed11 of75 body paragraphs,64 unchanged, no splits/breaks. Changed spans/neighbors reviewed; two fidelity proposals pending. Owner-final1338; next1363; historical gaps retained.	state.json and ledger.tsv	active
2026-09-21	1363-1364	MACRO	Strengthen existing drafting rules: build around subject/action, connect dependent reasoning, sustain imagery and choose natural phrases and rhythm. Owner prioritizes broad wording, flow and clarity. No extra pass.	style-guide.md and workflow.md and qa-rules.md	active
2026-09-21	1363-1364	LOCAL	Calculations, credibility, karmic scene, azure, mist and stake everything are sound contextual choices. Naturalized meditative posture preserves its function. None becomes a global synonym rule or a ban on prior credit-rating humor.	decision-log.tsv	consolidated
2026-09-21	1363	FIDELITY	P9 now italicizes an immediate assessment but keeps narrative tense. Propose Unfortunately, he still does not know enough, with natural contraction and ellipsis inside the thought. Alternatively retain roman past narration.	decision-log.tsv	pending
2026-09-21	1364	FIDELITY	P11 ordinary plural variables should remain lowercase; named Variables is distinct. P43 restore deep in deep suspicion. P69 提点 is advice, not a warning: propose advised or tipped off. Keep the revised sentence construction.	decision-log.tsv	pending
2026-09-21	1364	MECHANICAL	P31 attach unawareness to observers: a veil of shadows fell unnoticed over the eyes of everyone who turned to look. P43 remove double space; P45 restore matching unescaped italics; P69 space/capitalize Then after ellipsis.	decision-log.tsv	pending
2026-09-21	1364	LOCAL	P58 no second choice is awkward for absence of alternatives. Propose But on this one, he had no other choice. The added contrast is sound; no universal ban on second choice is intended.	decision-log.tsv	pending
2026-09-21	1363-1364	TERM	Index six established elemental/Underworld names recovered before1364 and retained by owner; record Chen-Earth reversal as an event phrase. Exact names and provenance remain in the glossary, not new translation rulings.	terminology.tsv and phrase-memory.tsv	active
2026-09-21	1363-1364	FACT	Record changed memories, incomplete mastery, Cognitive Barrier and the Saint's help. Keep interpretations attributed and attainment/descent outcomes open. Preserve the unresolved source geography; archive older notes verbatim.	continuity.md and world-reference.md	active
2026-09-21	1363-1364	STATE	Source/delivery1364 verified; next1365, owner-final1338. Owner changes13/65 and18/70 body paragraphs. All changed spans/neighbors reviewed once using evidenced full reviews. Retain historical gaps and publication block.	state.json and ledger.tsv	active
2026-09-22	1365	PHRASE	Owner explicitly reaffirms 佛号 as Buddhist chant, then chant when clear. Remove invocation as an active alternative for this utterance; actual naming/title contexts remain distinct. This supersedes the older optional-choice entry.	phrase-memory.tsv and Reference_Idioms.md	active
2026-09-22	1365	MACRO	Explicit recurring corrections bind within their scope. Remove stale alternatives and verify the fixed wording in the existing review. Clear predicates, causal transitions and direct phrasing remain drafting requirements.	editing-spec.md and qa-rules.md	active
2026-09-22	1365	PHRASE	Use spiritual treasures for generic 法宝 as corrected at P15, without changing named artifacts or inferring a new rank. Followers, hue, churning, right on time and ebb remain contextual choices.	phrase-memory.tsv	active
2026-09-22	1365	STRUCTURE	Accept owner splits of P22 before the Buddha moves and P49 before BOOM. These are specific layout approvals, not general permission to restructure source paragraphs. Preserve scene breaks11/31 and future title/end framing.	decision-log.tsv and ledger.tsv	consolidated
2026-09-22	1365	TERM	Record approved Immeasurable Buddha and established Amitabha, Amita and Di Muni. Time at P49 denotes the manipulated Dao; Skyward remains distinct from Soaring Firmament at the deliberate name change.	terminology.tsv	active
2026-09-22	1365	FIDELITY	P59 into divine light implies a transformation not explicit in 神光中解体. Propose dissolved amid divine light. Retain the revised flow; do not infer new body-conversion mechanics from the wording.	decision-log.tsv	pending
